sentence_lemma	sentence_token	target_index	original_word
not to keep the reader long in suspense $ i will here inform him $ whether gentle or simple $ that no such banquet have ever before be give in buzabub $ and that general potter take his seat on the right of the chairman $ $ who be no less a person than the commander $ $	Not to keep the reader longer in suspense , I will here inform him , whether gentle or simple , that no such banquet had ever before been given in Buzabub , and that General Potter took his seat on the right of the chairman , ( who was no less a person than the commander ! )	44	chairman
the vice-president shall preside at the meeting of the board of director $ except in case of act as president $ when a chairman pro $	The Vice-President shall preside at the meetings of the Board of Directors , except in case of acting as President , when a Chairman pro .	23	chairman
300 for two year the committee meet every alternate monday $ at one o'clock $ but a special meeting may at any time be call by the chairman and deputychairman $ or by any five member $	300 for two years The committee meets every alternate Monday , at one o'clock ; but a special meeting may at any time be called by the chairman and deputychairman , or by any five members .	27	chairman
after which the manager rise $ and mr.- buchanan $ their chairman $ read the article of impeachment $ as follow $ /z/ exhibit by the house of representative of the united state $ in the name of themselves $ and of all the people of the united state $ against james <nul> peck judge of the district court of the united stales for the district of missouri $ in maintenance and support of their impeachment against him for high misdemeanor in office $	After which the managers rose , and Mr. Buchanan , their chairman , read the article of impeachment , as follows : /z/ Exhibited by the House of Representatives of the United States , in the name of themselves , and of all the People of the United States , against James H. Peck Judge of the District Court of the United Stales for the District of Missouri , in maintenance and support of their impeachment against him for high misdemeanors in office .	11	chairman
in the convention hold at baltimore at the close of the year 1831 $ for the purpose of nominate a candidate for the presidency $ he attend as one of the delegate from massachusetts $ and in that body $ as chairman of a committee $ write the address which be issue in their name $ recommend mr.- clay $	In the convention held at Baltimore at the close of the year 1831 , for the purpose of nominating a candidate for the Presidency , he attended as one of the delegates from Massachusetts ; and in that body , as chairman of a committee , wrote the address which was issued in their name , recommending Mr. Clay .	41	chairman
when the report of a committee be to be make $ the chairman $ or member appoint to make the report $ stand in his place $ inform the assembly that the committee to proceeding of committee $	When the report of a committee is to be made , the chairman , or member appointed to make the report , standing in his place , informs the assembly that the committee to Proceedings of Committees .	12	chairman
who be the chairman of the meeting of the board of inspector $	Who is the chairman of the meeting of the board of inspectors ?	3	chairman
mr.- c.-a $ the chairman $ say $ $ brother $ there be strong authority in favor of the sermon $	Mr. C. , the chairman , said , " Brethren , there is strong authority in favor of the sermon .	4	chairman
resolve $ that the proceeding of this convention $ sign by the chairman and secretary $ be publish in the portland daily courier $ and the family reader $ the official organ of the <nul>	Resolved , That the proceedings of this convention , signed by the Chairman and Secretary , be published in the Portland Daily Courier , and the Family Reader , the official organs of the Hon.	12	chairman
but how many copy do you take $ mr $ chairman $ $	But how many copies do you take , Mr , Chairman ? "	10	chairman
in the absence of the secret history of the day $ it be out of our power to indicate the particular circumstance $ which lead to the choice of mr.- harrison $ as the chairman of this <nul>	In the absence of the secret history of the day , it is out of our power to indicate the particular circumstance , which led to the choice of Mr. Harrison , as the chairman of this Corn-.	34	chairman
as if startle from a dream $ the member spring to his foot $ and put the question to the chairman of the committee $ who have the floor $ and be urge a prompt adoption of his resolution $	As if startled from a dream , the member sprang to his feet , and put the question to the chairman of the committee , who had the floor , and was urging a prompt adoption of his resolutions .	20	chairman
the chairman of the select committee $ to whom the subject be refer by the overseer $ give a brief but able argument in favor of the plan $ consider from a somewhat different point of view $	The Chairman of the select Committee , to whom the subject was referred by the Overseers , gives a brief but able argument in favor of the plan , considered from a somewhat different point of view .	1	chairman
he may do so $ however $ if he prefer $ and may appoint a chairman pro tempore $ or ihe meeting may appoint $	He may do so , however , if he prefers , and may appoint a Chairman pro tempore , or ihe meeting may appoint .	15	chairman
the chairman $ and of course every person present $ not except myself $	The chairman , and of course every person present , not excepting myself ,	1	chairman
