sentence_lemma	target_index	cluster	lemma	sentence_token	identifier
the country ai n't much else but one everlastin turpentine plantation $ and all one can see for mile $ be millions upon millions of pine tree with the bark half off $ and the white turpentine runnin down ther side $ and look like so many tall ghost	26	1	tree	The country ai n't much else but one everlastin turpentine plantation ; and all one can see for miles , is millions upon millions of pine trees with the bark half off , and the white turpentine runnin down ther sides , and lookin like so many tall ghosts	fic_1848_7341.txt-544-26
what a richness must clothe even the language of sermon compose in such pleasant shade $ the cool wind load with fragrance $ leap from among the tree upon the brow $ and play refreshingly among the hair $	27	1	tree	What a richness must clothe even the language of sermons composed in such pleasant shades -- the cool wind loaded with fragrance , leaping from among the trees upon the brow , and playing refreshingly among the hair !	fic_1835_7134.txt-934-27
when large poplar of this kind be grow near a house of but moderate dimension $ they have a very bad effect by completely overpower the building $ without impart any of that grandeur of character confer by an old oak $ or other spread tree $	45	1	tree	When large poplars of this kind are growing near a house of but moderate dimensions , they have a very bad effect by completely overpowering the building , without imparting any of that grandeur of character conferred by an old oak , or other spreading tree .	nf_1841_747926.txt-1510-45
he turn off from the road $ and lead her back into the wood a little way $ in the same path by which she have once go hunt for a tree to cut down $ $	31	1	tree	He turned off from the road , and led her back into the woods a little way , in the same path by which she had once gone hunting for a tree to cut down . "	fic_1852_2751.txt-15085-31
i try to argue him out of this notion $ but $ unfortunately $ could find no tree without these character -- some high up $ and some lower down in the trunk -- some large and other small -- but still to be find on every tree $	47	1	tree	I tried to argue him out of this notion ; but , unfortunately , could find no tree without these characters -- some high up , and some lower down in the trunk -- some large and others small -- but still to be found on every tree .	nf_1844_762654.txt-2000-47
the boy object that his father be near $ but he be at length prevail on to go $ and after they have fire the tree $ and while they be busy killing or take the squirrel $ the hunter suddenly make his appearance $ and clasp the strange boy in his arm $	25	1	tree	The boy objected that his father was near , but he was at length prevailed on to go , and after they had fired the tree , and while they were busy killing or taking the squirrels , the hunter suddenly made his appearance , and clasped the strange boy in his arms .	nf_1856_769051.txt-3330-25
when they alight $ if on the ground $ they cover whole acre at a time $ if upon tree $ the branch often break beneath their weight $	19	1	tree	When they alight , if on the ground , they cover whole acres at a time ; if upon trees , the branches often break beneath their weight .	nf_1836_749613.txt-1908-19
this canine rabble surround the tree $ and $ with vain effort $ attempt to scale the trunk $ or start towards	5	1	tree	This canine rabble surrounded the tree , and , with vain efforts , attempted to scale the trunk , or started towards	fic_1832_7177.txt-2251-5
tree grow so very slowly after attain some size $	0	1	tree	tree grows so very slowly after attaining some size .	nf_1833_747941.txt-1621-0
there they dig $ and enrich $ and water $ just as every cultivator of tree or grain give his chief care	15	1	tree	There they dug , and enriched , and watered , just as every cultivator of trees or grain gives his chief care	mag_1854_566452.txt-328-15
it sound like the voice of paralus in his youth $ when we use to sing together $ to please my grandfather $ as he sit by the side of that little shelter brook $ over whose bright water the tree embrace each other in silent love $	40	1	tree	It sounded like the voice of Paralus in his youth , when we used to sing together , to please my grandfather , as he sat by the side of that little sheltered brook , over whose bright waters the trees embrace each other in silent love .	fic_1836_7040.txt-2834-40
bind me hortensia $ firmly $ to yon chesnut tree $ stout smith $ but do not harm her $	9	1	tree	Bind me Hortensia , firmly , to yon chesnut tree , stout smith ; but do not harm her .	fic_1846_4464.txt-1775-9
house of autronius upon the quirinal $ whither i send thee to bid him to dinner the next day $ he shall confirm the tale $ when thou didst hear a cry of murder from the plebeian graveyard on the esquiline $ and hurry to the spot $ didst see arvina $ with his freedman thrasea bear a torch $ conceal a fresh bleed body in a broken grave $ and $ hide by the stem of a great tree thyself $ didst hear him say $ as he leave the ground $ ' that dog will tell no tale $ '	79	1	tree	house of Autronius upon the Quirinal , whither I sent thee to bid him to dinner the next day -- he shall confirm the tale -- when thou didst hear a cry of murder from the Plebeian graveyard on the Esquiline ; and hurrying to the spot , didst see Arvina , with his freedman Thrasea bearing a torch , conceal a fresh bleeding body in a broken grave ; and , hidden by the stem of a great tree thyself , didst hear him say , as he left the ground , ' That dog will tell no tales ! '	fic_1846_4462.txt-2507-79
in the long $ narrow $ flat island $ cover with a few ill keep farm $ with one or two mean house and straggle tree $ there certainly be nothing to attract notice $ yet not a steamer pass it but that a group collect on the hurricane deck $ to ask for the $ shrubbery which shenstone might have envy $ $ the $ music that might have charm calypso and her nymph $ $ and the $ wife who be say to be lovely even beyond her sex $ and grace with	25	1	tree	In the long , narrow , flat island , covered with a few ill kept farms , with one or two mean houses and straggling trees , there certainly is nothing to attract notice ; yet not a steamer passes it but that a group collects on the hurricane deck , to ask for the " shrubbery which Shenstone might have envied , " the " music that might have charmed Calypso and her nymphs , " and the " wife who was said to be lovely even beyond her sex , and graced with	mag_1851_555720.txt-8-25
the bill of exception state $ that the slave sam $ in the indictment mention $ of get drunk $ and deal $ as the slave confess and allege $ with henry and stone $ two of the witness for the commonwealth $ he cause him to be tie and punish in the presence of the say witness $ with the exception of slight whip with peach or apple tree switch $ before the say witness arrive at the scene after they be send for by the prisoner $ who be present by request from the defendant $ $ and of several slave of the prisoner $ in the manner and by the mean charge in the indictment $ and the say slave die under and from the infliction of the say punishment $ in the presence of the prisoner $ one of his slave $ and of one of the witness for the commonwealth $	69	1	tree	The bill of exception states : That the slave Sam , in the indictment mentioned , of getting drunk , and dealing , as the slave confessed and alleged , with Henry and Stone , two of the witnesses for the Commonwealth , he caused him to be tied and punished in the presence of the said witnesses , with the exception of slight whipping with peach or apple tree switches , before the said witnesses arrived at the scene after they were sent for by the prisoner ( who were present by request from the defendant ) , and of several slaves of the prisoner , in the manner and by the means charged in the indictment ; and the said slave died under and from the infliction of the said punishment , in the presence of the prisoner , one of his slaves , and of one of the witnesses for the Commonwealth .	fic_1856_9797.txt-6645-69
they be fell the nation like tree on their way $ and	6	1	tree	They are felling the nations like trees on their way , And	fic_1853_2409.txt-622-6
there should be tree in every street $ without exception $ $ tree about the market $ tree in front of the shop $ and on the dock $ and shade the manufactory $ $	3	1	tree	There should be trees in every street , without exception , -- trees about the Markets , trees in front of the shops , and on the docks , and shading the manufactories . "	fic_1850_7171.txt-5572-3
here $ you seat yourself $ as friend with friend $ in the shadow of green tree $ under the love sky $	16	1	tree	Here , you seat yourself , as friend with friend , in the shadow of green trees , under the loving skies .	fic_1858_9231.txt-2377-16
